名称,销售量,销售额,商品单价,是否促销
粮油,1,11.3,11.3,否
洗化,1,9.9,14.9,是
粮油,1,3.5,3.5,否
日配,12,58.8,5.3,是
休闲,1,12.5,12.5,否
休闲,1,17.5,17.5,否
日配,1,12,12.9,否
蔬果,0.746,2.98,4,否
蔬果,0.495,4.33,1.98,否
粮油,1,5.9,5.9,否
蔬果,0.344,1.91,5.56,否
休闲,1,3.5,3.5,否
家居,1,4,4,否
休闲,1,8.5,8.5,否
肉禽,1.378,57.6,41.8,否
肉禽,0.568,11.25,19.8,否
日配,1,49.9,66,是
粮油,1,8.9,8.9,否
粮油,1,2.9,2.9,否
蔬果,0.652,1.28,1.96,否
蔬果,0.437,1.66,3.8,否
休闲,0.214,2.95,13.8,否
蔬果,0.325,0.48,1.48,否
肉禽,1.016,42.47,41.8,否
蔬果,1.05,6.09,5.8,否
蔬果,1,1.5,1.5,否
休闲,1,17,17,否
蔬果,0.492,2.85,5.8,否
粮油,0.476,2.84,10.8,是
蔬果,0.63,35.28,56,否
蔬果,0.506,2.93,5.8,否
蔬果,1,2,2,否
蔬果,1.144,13.71,11.98,否
粮油,0.268,10.13,37.8,否
休闲,1,3.7,3.7,否
酒饮,1,3.5,3.5,否
冲调,1,18.9,18.9,否
休闲,1,3.5,3.5,否
蔬果,0.296,2.84,9.6,否
蔬果,0.364,2.53,6.96,否
蔬果,0.232,1.61,6.96,否
粮油,1,17.9,21.9,是
粮油,1,2,2,否
蔬果,1.776,3.48,1.96,否
蔬果,0.932,3.69,3.96,否
休闲,4,10.8,2.7,否
蔬果,0.486,2.82,5.8,否
肉禽,1.676,70.06,41.8,否
蔬果,0.282,2.54,9,否
蔬果,0.536,1.07,2,否
日配,1,2.7,2.7,否
洗化,1,46.9,79.9,是
蔬果,0.538,3.12,5.8,否
粮油,1,8.5,8.5,否
蔬果,0.138,1.37,9.96,否
日配,1.788,12.12,6.78,否
休闲,1,8.5,8.5,否
休闲,1,3.9,3.9,否
休闲,0.368,5.07,19.6,是
肉禽,0.45,8.91,19.8,否
洗化,1,3,3.7,是
蔬果,0.85,25.5,30,否
粮油,1,3.5,3.7,否
粮油,0.486,2.9,10.8,是
日配,16,33.9,2.7,是
蔬果,0.63,1.13,1.8,否
日配,1,2.3,2.3,否
肉禽,1.384,16.33,11.8,否
粮油,1,6.7,6.7,否
粮油,1,14.7,14.7,否
休闲,1,5.5,5.5,否
休闲,1,6.9,6.9,否
休闲,3,13.5,4.5,否
粮油,1,49.9,59.9,是
肉禽,1.414,59.11,41.8,否
粮油,1,20.3,20.3,否
粮油,1,6.9,6.9,否
休闲,1,6.9,11.3,是
休闲,0.17,4.05,23.8,否
蔬果,0.618,6.16,9.96,否
蔬果,1,4,4,否
蔬果,1.577,3.15,2,否
蔬果,0.34,2.04,6,否
蔬果,0.359,0.65,1.8,否
酒饮,1,8.9,13.7,是
休闲,1,7.3,7.3,否
蔬果,1.67,50.1,30,否
蔬果,0.252,0.5,1.98,否
日配,1,4.5,4.5,否
蔬果,0.374,2.84,7.6,否
休闲,0.412,7,17,否
休闲,0.336,4.64,13.8,否
蔬果,0.184,1.24,5.8,否
肉禽,0.508,21.23,41.8,否
蔬果,2.116,5.46,3.16,否
洗化,1,13.8,16.9,是
蔬果,1.054,12.63,11.98,否
休闲,0.348,8.35,24,否
休闲,1,1.3,1.3,否
休闲,0.39,7.7,35.8,是
蔬果,0.332,5.98,18,否
蔬果,0.604,3.96,6.56,否
蔬果,0.418,3.33,7.96,否
粮油,1,6.7,6.7,否
蔬果,1.144,13.71,11.98,否
日配,1,9.9,13.3,是
蔬果,0.996,1.97,1.98,否
蔬果,0.232,0.46,1.98,否
蔬果,0.468,4.68,10,否
洗化,1,11.5,15.9,是
熟食,0.387,2.32,6,否
洗化,1,9.9,13.9,是
蔬果,0.8,3.18,3.98,否
蔬果,0.5,1.29,2.58,否
休闲,0.516,30.86,59.8,否
蔬果,0.354,2.32,6.56,否
蔬果,0.6,0.89,1.48,否
蔬果,0.208,1.87,9,否
蔬果,0.596,3.46,5.8,否
蔬果,0.468,4.68,10,否
肉禽,1.084,21.46,19.8,否
休闲,0.258,7.68,39.6,是
粮油,1,4.8,4.8,否
休闲,0.166,4.91,29.6,否
蔬果,0.452,1.79,3.96,否
休闲,0.718,14.2,35.8,是
蔬果,1.032,3.05,2.96,否
粮油,1,3.9,3.9,否
水产,0.452,14.37,31.8,否
蔬果,0.266,1.48,5.56,否
熟食,0.184,5.15,28,否
蔬果,2.561,6.56,2.56,否
休闲,1,28.3,39.8,是
休闲,0.162,2.55,19,是
休闲,0.436,12.99,39.6,是
蔬果,0.504,8.47,16.8,否
日配,5,49,9.8,否
休闲,0.238,12.33,51.8,否
休闲,0.19,9.46,49.8,否
日配,1,7.9,7.9,否
休闲,1,1,1,否
休闲,0.182,7.24,39.8,否
蔬果,1.182,20.8,17.6,否
蔬果,1.726,17.26,10,否
粮油,1,11.9,11.9,否
休闲,1,5.3,5.3,否
酒饮,1,3,3,否
休闲,1,6.9,6.9,否
酒饮,1,3.8,3.8,否
蔬果,0.262,1.57,5.98,否
蔬果,0.784,3.14,4,否
蔬果,1,4.98,4.98,否
蔬果,1.746,10.41,5.96,否
蔬果,1,5.8,5.8,否
肉禽,4.302,179.82,41.8,否
洗化,1,7.7,7.7,否
家居,1,6.9,8,是
粮油,0.124,3.22,26,否
蔬果,2,5.2,4.98,否
蔬果,0.376,2.18,5.8,否
肉禽,0.42,11.68,27.8,否
蔬果,0.58,1.48,2.56,否
粮油,1,8.9,8.9,否
蔬果,0.294,1.47,5,否
蔬果,0.318,1.32,3.96,否
粮油,1,0.5,0.5,否
蔬果,0.442,2.56,5.8,否
蔬果,1.512,5.99,3.96,否
洗化,1,9.9,13.9,是
蔬果,0.415,2.32,5.6,否
粮油,1,4.7,4.7,否
熟食,0.212,16.11,76,否
蔬果,0.3,5.4,18,否
蔬果,1.256,4.97,3.96,否
肉禽,1.612,67.38,41.8,否
洗化,1,7.9,9.9,是
冲调,1,15.5,15.5,否
日配,1,9.8,14.9,是
休闲,1,3.2,3.2,否
日配,1,10.9,13.3,是
休闲,0.366,10.9,39.6,是
蔬果,1.128,2.21,1.96,否
肉禽,0.994,35.59,35.8,否
蔬果,0.83,9.94,11.98,否
蔬果,0.478,5.74,12,否
蔬果,1,2,2,否
日配,1,4.3,4.3,否
洗化,1,9.9,9.9,否
蔬果,0.158,1.04,6.56,否
休闲,1,19.9,19.9,否
粮油,1,8.2,8.2,否
日配,2,4.6,2.3,否
日配,3,5.1,1.7,否
粮油,1,1.9,1.9,否
休闲,0.39,8.97,33.8,是
洗化,1,9.9,9.9,否
蔬果,0.646,14.86,23,否
粮油,1,7.9,7.9,否
蔬果,0.28,0.56,2,否
粮油,1.09,5.8,6.98,是
日配,0.266,1.8,6.78,否
休闲,1,0.8,0.8,否
肉禽,1.722,71.98,41.8,否
蔬果,0.437,1.66,3.8,否
酒饮,6,12,2,否
肉禽,0.56,16.69,29.8,否
蔬果,0.212,0.55,2.58,否
休闲,0.466,8.21,25.8,是
日配,1,7.9,12.8,是
日配,0.532,13.7,32.6,是
日配,1.592,10.79,6.78,否
粮油,1,3.7,3.7,否
洗化,1,2.8,3.5,是
日配,1,8.9,12.9,是
酒饮,3,3,1,否
粮油,1,5.9,5.9,否
洗化,1,18.9,24.9,是
蔬果,0.48,2.88,6,否
酒饮,1,4,4,否
休闲,1,4.3,4.3,否
粮油,1,2.8,2.8,否
蔬果,0.732,4.39,6,否
蔬果,0.508,1.3,2.56,否
休闲,0.314,5.58,25.8,是
粮油,1,3.5,4.3,是
休闲,1,2.9,2.9,否
日配,1,19.3,19.3,否
洗化,1,9.9,13.9,是
粮油,1,145,145,否
蔬果,0.144,0.84,5.8,否
蔬果,0.574,2.3,4,否
蔬果,0.466,1.85,3.96,否
日配,0.888,6.02,6.78,否
蔬果,0.21,2.02,9.6,否
蔬果,0.862,8.28,9.6,否
休闲,0.158,17.38,110,否
休闲,1,0.8,0.8,否
日配,1,11.9,11.9,否
肉禽,0.822,9.7,11.8,否
蔬果,0.781,2.48,3.18,否
粮油,1,3.6,3.9,是
蔬果,1.606,28.59,17.8,否
肉禽,4.024,168.2,41.8,否
休闲,1,6.9,9.5,是
蔬果,4,8,2,否
日配,16,33.9,2.7,是
日配,0.916,6.21,6.78,否
水产,0.001,0.03,30,否
蔬果,0.218,1.21,5.56,否
蔬果,0.224,0.89,3.96,否
蔬果,0.706,6.19,1.98,否
洗化,1,9.9,13.9,是
家居,1,2.9,2.9,否
日配,1,8.9,12.9,是
休闲,2,5.8,2.9,否
蔬果,0.15,2.39,15.9,否
休闲,1,4.9,4.9,否
蔬果,0.728,10.32,16,否
休闲,1,19.9,19.9,否
日配,1,11.9,16.9,是
日配,1,2.3,2.3,否
粮油,1,9.5,9.5,否
休闲,1,10.9,10.9,否
休闲,1,3.9,3.9,否
休闲,0.286,3.93,19.8,是
熟食,0.484,43.56,90,否
休闲,1,3.3,3.3,否
家居,1,5.5,7,是
休闲,1,4.7,4.7,否
粮油,1,2.3,2.3,否
日配,1,9.7,9.7,否
洗化,1,11.9,15.5,是
蔬果,0.306,2.75,9,否
日配,18,27.9,2.1,是
蔬果,1.059,2.71,2.56,否
休闲,0.356,7.04,35.8,是
肉禽,1.928,80.59,41.8,否
粮油,1,3,3,否
休闲,0.158,2.81,27.8,是
肉禽,0.844,16.71,19.8,否
文体,1,2.3,2.3,否
蔬果,0.63,1.86,2.96,否
蔬果,0.712,1.84,2.58,否
蔬果,0.828,13.91,16.8,否
蔬果,1.248,37.44,30,否
休闲,1,3,3,否
粮油,1,0.9,0.9,否
粮油,0.474,2.8,10.8,是
蔬果,0.204,3.43,16.8,否
粮油,1,7.9,7.9,否
休闲,1,2.3,2.3,否
休闲,1,2.9,2.9,否
洗化,1,9.9,9.9,否
洗化,1,9.5,11.7,是
洗化,1,4.9,4.9,否
蔬果,0.702,12.36,17.6,否
熟食,0.001,0.02,20,否
蔬果,0.634,3.68,5.8,否
蔬果,1.236,3.16,2.56,否
肉禽,0.37,11.03,29.8,否
家居,1,5,5,否
蔬果,0.67,1.73,2.58,否
蔬果,0.354,1.77,5,否
休闲,1,4.9,4.9,否
休闲,1,7.9,7.9,否
休闲,1,8.9,8.9,否
日配,0.682,4.62,6.78,否
酒饮,8,15.2,2.2,是
休闲,1,0.5,0.5,否
休闲,1,3.3,3.3,否
休闲,1,4.9,4.9,否
休闲,1,8.5,8.5,否
蔬果,0.178,1.33,7.47,否
蔬果,0.19,1.71,9,否
蔬果,0.228,1.37,6,否
蔬果,3,6,2,否
蔬果,0.242,5.23,21.6,否
洗化,1,11.9,14.5,是
粮油,0.658,3.9,10.8,是
蔬果,0.417,1.67,4,否
蔬果,0.25,1.94,7.76,否
蔬果,0.486,1.25,2.58,否
蔬果,0.672,3.9,5.8,否
日配,1,13.9,16.3,是
蔬果,0.37,2.15,5.8,否
肉禽,0.296,5.86,19.8,否
蔬果,0.454,0.82,1.8,否
蔬果,0.628,1.98,3.16,否
粮油,1,2.5,3,否
休闲,0.214,4.23,39.8,是
休闲,0.384,9.22,24,否
蔬果,0.608,1.2,1.98,否
休闲,1,0.8,0.8,否
肉禽,0.334,7.68,23,否
休闲,1,11.9,11.9,否
休闲,1,3.9,3.9,否
休闲,0.41,8.1,35.8,是
蔬果,0.21,1.3,2,否
洗化,1,9.9,13.9,是
肉禽,0.36,8.28,23,否
休闲,1,3,3.5,否
日配,1,3.9,4.5,是
休闲,0.494,19.66,39.8,否
蔬果,0.978,5.48,5.6,否
冲调,1,18.5,24.3,是
日配,1,3.9,5.9,是
粮油,1,20.3,20.3,否
休闲,0.274,4.8,25.8,是
休闲,1,14.9,14.9,否
熟食,4,2,0.5,否
肉禽,0.754,22.47,29.8,否
粮油,1,11.3,11.3,否
粮油,1,1.9,1.9,否
洗化,1,6.9,7.9,是
蔬果,1.05,6.26,5.96,否
日配,0.788,5.34,6.78,否
休闲,0.132,14.52,110,否
蔬果,0.401,2.63,6.56,否
休闲,1,4.9,4.9,否
酒饮,3,17.7,11.8,是
蔬果,0.564,3.16,5.6,否
蔬果,0.708,1.13,1.6,否
休闲,0.33,15.77,47.8,否
休闲,0.368,6.5,25.8,是
蔬果,0.504,2.92,5.8,否
粮油,1,2.3,2.3,否
休闲,1,16.9,16.9,否
肉禽,0.408,8.08,19.8,否
肉禽,1.304,25.82,19.8,否
蔬果,0.556,2.76,5.8,否
蔬果,0.488,0.88,1.8,否
日配,1,2.7,2.7,否
休闲,1,7.9,7.9,否
休闲,1,20,20,否
蔬果,0.372,1.41,3.8,否
粮油,1,6.3,6.3,否
粮油,1,8.9,12.9,是
肉禽,1.422,59.44,41.8,否
蔬果,3,4.5,1.5,否
蔬果,0.26,1.71,6.56,否
蔬果,0.854,5.6,6.56,否
酒饮,6,13.8,2.9,是
洗化,1,14.9,18.7,是
熟食,2,2,1,否
粮油,0.48,10.75,22.4,否
蔬果,0.542,5.42,10,否
休闲,1,5.3,5.3,否
洗化,1,10.9,10.9,否
粮油,1,11.9,11.9,否
蔬果,0.584,3.39,5.8,否
蔬果,0.734,7.34,10,否
休闲,0.456,3.55,15.8,是
休闲,0.462,9.13,39.8,是
蔬果,0.264,4.75,18,否
蔬果,1.166,2.31,1.98,否
日配,1,4.9,5.7,是
蔬果,1.734,15.61,9,否
洗化,1,13.8,16.9,是
休闲,1,6.9,6.9,否
洗化,1,4.9,4.9,否
休闲,1,3.7,3.7,否
蔬果,2.63,8.36,3.18,否
蔬果,0.254,1.01,3.96,否
日配,1,11.8,11.8,否
洗化,1,18.9,18.9,否
蔬果,1.35,16.7,10,否
酒饮,1,1.8,1.8,否
休闲,1,9.9,9.9,否
休闲,1,1.3,1.3,否
休闲,1,1,1,否
肉禽,0.772,21.46,27.8,否
日配,1,10.9,13.3,是
日配,1,13.3,13.3,否
休闲,1,9.9,9.9,否
休闲,1,1,1,否
蔬果,0.424,3.17,7.47,否
肉禽,1.692,70.73,41.8,否
酒饮,1,5.9,11.8,是
蔬果,0.336,4.03,12,否
洗化,1,26.9,26.9,否
粮油,1,7.9,7.9,否
粮油,1,5.9,5.9,否
洗化,1,14.7,14.7,否
肉禽,1.542,30.53,19.8,否
粮油,4.282,23.89,5.58,否
休闲,1,5.7,5.7,否
酒饮,1,6.9,6.9,否
休闲,1,6.9,9.5,是
休闲,1,6.9,9.5,是
蔬果,0.186,2.9,15.6,否
蔬果,1.018,2.04,2,否
休闲,0.218,5.19,23.8,否
蔬果,0.72,7.2,10,否
蔬果,0.97,9.7,10,否
日配,1,3.3,3.3,否
粮油,0.108,2.81,26,否
粮油,1,9.5,9.5,否
蔬果,0.464,2.6,5.6,否
休闲,1,6.9,6.9,否
休闲,1,8.5,8.5,否
粮油,1,1.7,1.7,否
休闲,1,3.3,3.3,否
蔬果,0.752,6.77,9,否
蔬果,0.25,3,12,否
粮油,1,6.9,6.9,否
洗化,1,9.9,9.9,否
洗化,1,6.5,7.7,是
蔬果,0.456,1.81,3.96,否
休闲,1,2.5,2.5,否
休闲,0.542,7.47,19.6,是
蔬果,0.742,1.48,2,否
粮油,1,79.9,87.9,是
休闲,1,3.5,3.5,否
粮油,1,10.7,10.7,否
洗化,1,9.9,13.9,是
洗化,1,6.9,9.7,是
蔬果,0.642,1.64,2.56,否
蔬果,0.98,9.41,9.6,否
家居,1,10,10,否
日配,1,49.9,66,是
蔬果,0.532,3.49,6.56,否
休闲,0.34,6.7,35.8,是
粮油,1,4.5,4.5,否
休闲,1,33.9,33.9,否
蔬果,0.574,3.42,5.96,否
蔬果,0.38,3.65,9.6,否
肉禽,0.598,21.41,35.8,否
休闲,0.146,15.45,105.8,否
休闲,0.156,6.21,39.8,否
日配,1.168,22.43,19.2,否
休闲,1,10,10,否
洗化,1,16.9,16.9,否
蔬果,0.418,3.76,9,否
粮油,1,12.3,12.3,否
蔬果,0.254,1.67,6.56,否
粮油,1,0.5,0.5,否
粮油,1,85.9,94.9,是
蔬果,0.922,9.22,10,否
洗化,1,4.9,4.9,否
水产,0.25,7.95,31.8,否
休闲,0.796,6.2,15.8,是
蔬果,1,2,2,否
蔬果,0.844,1.49,1.76,否
粮油,1,14.7,14.7,否
粮油,0.342,2.04,10.8,是
蔬果,2.133,6.78,3.18,否
休闲,1,1,1,否
休闲,0.178,3.1,25.8,是
日配,1,7.9,12.8,是
粮油,1,17.9,21.9,是
休闲,1,0.8,0.8,否
洗化,1,11.7,11.7,否
日配,1.46,9.9,6.78,否
休闲,1,6.9,6.9,否
休闲,1,8.5,8.5,否
蔬果,0.511,2.04,4,否
蔬果,1.092,6.33,5.8,否
日配,8,16.8,2.1,否
蔬果,0.186,1.22,6.56,否
日配,1,3.9,4.5,是
粮油,1,7.9,7.9,否
休闲,1,3,3,否
休闲,1,1.2,1.2,否
粮油,1,3.9,3.9,否
酒饮,1,6.5,6.5,否
蔬果,0.71,4.66,6.56,否
蔬果,0.614,1.8,5,否
肉禽,0.59,11.68,19.8,否
肉禽,0.856,25.51,29.8,否
休闲,0.394,7.8,39.8,是
肉禽,1.984,82.93,41.8,否
蔬果,0.224,3.49,15.6,否
日配,2,19.6,9.8,否
休闲,1,5.9,5.9,否
蔬果,0.385,0.99,2.58,否
洗化,1,8.9,8.9,否
粮油,8,4,0.5,否
休闲,1,1,1,否
日配,1,6.9,8.3,是
肉禽,1.154,32.08,27.8,否
蔬果,0.268,4.18,15.6,否
粮油,1.79,12.17,6.8,否
粮油,1,59.9,71.9,是
洗化,1,5.9,5.9,否
洗化,1,9.9,9.9,否
粮油,3.008,14.37,5.58,否
日配,0.768,5.21,6.78,否
蔬果,2,3,1.5,否
蔬果,0.299,1.91,5.6,否
蔬果,0.28,2.23,7.96,否
洗化,1,14.9,14.9,否
洗化,3,29.7,13.9,是
蔬果,0.598,3.92,6.56,否
粮油,1,5.7,5.7,否
酒饮,1,8.7,8.7,否
蔬果,0.488,2.73,5.6,否
日配,1,8.9,8.9,否
酒饮,4,56,15,是
休闲,1,3.3,3.3,否
肉禽,0.498,20.82,41.8,否
蔬果,0.286,1.43,5,否
洗化,1,4.5,5.9,是
洗化,1,9.9,9.9,否
肉禽,1.514,45.12,29.8,否
日配,1,4.9,4.9,否
蔬果,0.432,0.86,1.98,否
蔬果,1.859,5.91,3.18,否
粮油,1,1.7,1.7,否
洗化,1,5.6,6.3,是
休闲,1,2.7,2.7,否
粮油,1,5.9,7.9,是
洗化,1,12.9,12.9,否
冲调,1,3,3,否
休闲,0.36,4.9,19.6,是
日配,0.462,3.93,8.5,否
蔬果,0.348,0.52,1.48,否
日配,18,27.9,2.1,是
熟食,0.304,8.51,28,否
休闲,0.392,5.41,13.8,否
休闲,1,3.7,3.7,否
水产,0.274,8.22,30,否
蔬果,0.172,1,5.8,否
休闲,0.23,13.8,60,否
粮油,1,0.5,0.5,否
粮油,1,1,1,否
熟食,0.532,3.19,6,否
蔬果,0.746,4.89,6.56,否
熟食,0.262,5.24,20,否
肉禽,1.778,74.32,41.8,否
蔬果,1.212,24.24,20,否
蔬果,0.552,2.19,3.96,否
蔬果,0.536,2.68,5,否
蔬果,0.364,2.18,5.98,否
洗化,1,6.9,6.9,否
粮油,1,1.3,1.3,否
粮油,1,5.9,5.9,否
休闲,1,4,4,否
粮油,1,9.5,9.5,否
洗化,1,9.9,13.9,是
蔬果,0.406,1.61,3.96,否
蔬果,0.372,2.78,7.47,否
休闲,1,2.8,2.8,否
休闲,1,8.5,8.5,否
休闲,1,3.5,3.5,否
蔬果,0.75,5.97,7.96,否
蔬果,1.954,15.55,7.96,否
蔬果,0.826,8.26,10,否
肉禽,3.666,153.24,41.8,否
休闲,0.196,4.5,33.8,是
蔬果,0.479,2.78,5.8,否
粮油,1,9.9,9.9,否
蔬果,0.978,11.72,11.98,否
洗化,1,15.9,21.9,是
日配,5,54,10.8,否
蔬果,0.811,4.64,5.56,否
日配,1,6.3,6.3,否
蔬果,0.34,3.39,9.96,否
粮油,1,7.9,11.3,是
休闲,1,1.9,3.2,是
蔬果,0.469,1.48,3.16,否
休闲,0.274,12,43.8,否
休闲,1,6.9,9.5,是
肉禽,0.516,10.22,19.8,否
蔬果,2.236,4.38,1.96,否
日配,0.818,5.55,6.78,否
熟食,0.298,5.96,20,否
洗化,1,6.7,6.7,否
休闲,0.256,6.55,25.6,否
蔬果,0.996,9.94,9.98,否
粮油,1,3.5,4.3,是
洗化,3,20.7,8.9,是
蔬果,0.256,1.01,3.96,否
蔬果,0.446,0.88,1.98,否
蔬果,0.274,4.38,16,否
粮油,1,6.3,8.9,是
蔬果,1.116,2.88,2.58,否
粮油,0.286,1.7,10.8,是
休闲,1,25.9,27.9,否
休闲,1,6.5,6.5,否
洗化,1,9.9,13.9,是
粮油,1,11.9,11.9,否
蔬果,0.732,4.25,5.8,否
蔬果,2,4,2,否
熟食,2,2,1,否
休闲,0.182,8.7,47.8,否
日配,1,4.2,4.2,否
粮油,1,6.7,6.7,否
日配,1,19.9,31.7,是
日配,1,19.9,31.7,是
休闲,0.542,10.73,39.8,是
洗化,1,9.9,13.9,是
休闲,0.786,17.76,22.6,否
酒饮,1,4,4,否
日配,1,11,11,否
休闲,1,21,21,否
休闲,0.646,5.02,15.8,是
肉禽,1.406,58.77,41.8,否
粮油,1,5.9,5.9,否
洗化,1,5.7,5.7,否
日配,16,33.9,2.7,是
蔬果,0.246,1.92,7.8,否
蔬果,0.336,0.79,5,否
休闲,0.19,3.76,19.8,否
日配,1.598,10.83,6.78,否
休闲,1,3.7,3.7,否
粮油,0.298,3.52,11.8,否
日配,1.1,21.78,19.8,否
休闲,1,3.7,3.7,否
休闲,1,18.9,18.9,否
肉禽,0.45,8.82,19.6,否
蔬果,1.842,14.66,7.96,否
蔬果,0.07,0.84,12,否
蔬果,0.994,2.54,2.56,否
休闲,1,1,1,否
粮油,1,6.7,6.7,否
蔬果,1.532,3.92,2.56,否
蔬果,1.124,13.47,11.98,否
休闲,1,6.9,6.9,否
熟食,0.608,12.16,20,否
肉禽,0.212,3.73,17.6,否
粮油,0.766,12.1,15.8,否
熟食,0.001,0.02,20,否
日配,1,3.9,5.5,是
蔬果,2,4,2,否
蔬果,0.118,1.42,12,否
休闲,0.32,15.3,47.8,否
蔬果,0.258,2,7.76,否
熟食,0.001,0.02,20,否
洗化,1,32.9,32.9,否
洗化,1,11.9,11.9,否
洗化,1,9,9,否
日配,1,8.3,8.3,否
蔬果,1.362,2.45,1.8,否
日配,4,8,2,否
洗化,1,11.9,14.5,是
肉禽,0.746,20.74,27.8,否
家居,1,10.9,15,是
洗化,1,16.9,16.9,否
日配,1,10.9,13.3,是
休闲,1,3.9,3.9,否
洗化,1,5.9,5.9,否
家居,1,6,6,否
家居,1,6.9,8,是
蔬果,0.442,2.56,5.8,否
休闲,1,5.9,5.9,否
休闲,1,10.9,10.9,否
休闲,1,5.5,5.5,否
洗化,1,26.9,26.9,否
蔬果,0.33,3.17,9.6,否
日配,1,17.9,18.3,否
日配,2,5.4,2.7,否
休闲,1,8.3,8.3,否
蔬果,0.216,0.86,3.96,否
蔬果,3,4.5,1.5,否
蔬果,0.998,4.99,5,否
休闲,1,1.9,3.5,是
文体,1,2.9,4,是
肉禽,0.25,7.45,29.8,否
休闲,1,6.9,6.9,否
粮油,1,3.8,3.8,否
蔬果,0.57,3.31,5.8,否
蔬果,0.182,2.84,15.6,否
蔬果,0.236,1.55,6.56,否
休闲,1,7.5,7.5,否
洗化,1,24.9,24.9,否
酒饮,1,5.5,5.5,否
休闲,0.168,23.18,138,否
酒饮,1,5.5,5.5,否
蔬果,0.046,0.23,4.98,否
蔬果,0.169,1.11,6.56,否
粮油,1,9.5,9.5,否
日配,4,11.2,2.8,否
休闲,3,5.4,1.8,否
粮油,2,17.8,8.9,否
冲调,1,59,59,否
日配,1,9.5,9.5,否
蔬果,0.49,2.84,5.8,否
休闲,1,13.9,13.9,否
蔬果,1.588,20.29,10,否
蔬果,2.374,23.69,9.98,否
休闲,1,3.3,3.3,否
日配,1,8.9,12.9,是
休闲,1,5.9,8.7,是
洗化,1,9.9,9.9,否
蔬果,1.728,3.39,1.96,否
日配,1,2.7,2.7,否
蔬果,0.768,3.04,3.96,否
蔬果,0.234,1.54,6.56,否
休闲,1,4.5,4.5,否
日配,1,65,65,否
蔬果,0.169,1.11,6.56,否
洗化,1,12.9,16.9,是
粮油,1,6.8,6.8,否
肉禽,0.244,7.27,29.8,否
粮油,1,17.9,17.9,否
日配,16,43.2,2.7,否
洗化,1,7.5,7.5,否
休闲,1,3.9,3.9,否
粮油,1,1.7,1.7,否
休闲,1,4.9,4.9,否
蔬果,0.374,2.84,7.6,否
蔬果,0.428,0.8,4,否
肉禽,0.086,1.69,19.6,否
休闲,1,1.9,1.9,否
粮油,1,13.3,13.3,否
日配,1,3.9,4.5,是
蔬果,0.372,0.65,1.76,否
日配,0.532,3.61,6.78,否
休闲,0.3,4.1,15.8,是
蔬果,0.862,5.14,5.96,否
洗化,1,13.8,16.9,是
粮油,1,7.3,7.3,否
蔬果,0.299,1.67,5.6,否
休闲,1,1,1,否
蔬果,0.326,1.89,5.8,否
休闲,0.108,3.43,31.8,否
日配,1.26,8.54,6.78,否
日配,1,12.9,18.5,是
蔬果,0.91,1.78,1.96,否
休闲,1,15.9,25.9,是
洗化,1,26.9,26.9,否
洗化,1,18.9,24.9,是
蔬果,0.24,1.86,7.76,否
日配,1,1.5,1.5,否
蔬果,2.222,4.36,1.96,否
休闲,0.064,3.57,55.8,否
酒饮,4,11.6,2.9,否
日配,1,7.5,7.5,否
休闲,1,6.5,6.5,否
日配,1,16.9,16.9,否
蔬果,0.41,3.12,7.6,否
粮油,2.292,12.79,5.58,否
洗化,1,11.9,14.5,是
日配,1,31.7,31.7,否
洗化,1,4.9,4.9,否
休闲,1,3.5,3.5,否
蔬果,1.752,8.76,5,否
休闲,1,5.2,5.2,否
休闲,0.194,11.45,59,否
蔬果,0.244,1.6,6.56,否
蔬果,0.282,2.71,9.6,否
粮油,1,7.9,7.9,否
粮油,1,8.2,8.2,否
蔬果,1.31,2.57,1.96,否
洗化,1,6.7,6.7,否
蔬果,0.314,1.82,5.8,否
蔬果,0.554,1.42,2.56,否
肉禽,0.234,4.63,19.8,否
蔬果,0.583,1.73,2.96,否
熟食,2,1,0.5,否
日配,1,8,11.5,是
休闲,0.178,3.52,39.8,是
酒饮,1,3,3,否
蔬果,0.448,4.3,9.6,否
蔬果,0.2,1.49,7.47,否
粮油,1,2.3,2.3,否
酒饮,1,8.7,8.7,否
粮油,1,2.2,2.3,否
休闲,0.134,5.47,40.8,否
熟食,0.387,2.32,6,否
蔬果,0.728,1.43,1.96,否
休闲,0.708,6.93,17.8,是
酒饮,1,7.3,7.3,否
蔬果,0.552,3.2,5.8,否
蔬果,0.576,4.49,7.8,否
粮油,0.828,3.31,4,否
洗化,1,2.9,2.9,否
粮油,1,5.7,5.7,否
酒饮,2,7.8,3.9,否
蔬果,0.482,3.76,7.8,否
粮油,0.064,3.76,89.8,是
粮油,1,6.9,6.9,否
蔬果,0.51,2.86,5.6,否
蔬果,0.48,2.4,5,否
休闲,0.196,2.7,19.6,是
洗化,1,8,8,否
蔬果,0.778,2.01,2.58,否
蔬果,0.24,2.3,9.6,否
日配,1,13.9,18.3,是
休闲,1,12.5,17,是
日配,1,10.9,15.9,是
肉禽,0.216,3.8,17.6,否
蔬果,1.069,2.76,2.58,否
蔬果,0.178,1.77,9.96,否
日配,1,9.9,9.9,否
粮油,1,9.9,9.9,否
肉禽,0.384,15.28,39.8,否
蔬果,0.528,11.61,10,否
休闲,0.512,15.2,39.6,是
休闲,1,3.8,3.8,否
蔬果,0.844,5.04,11.98,否
粮油,1,4.2,4.2,否
